did,oid,eid,sid,ent,density,density_D,flow,flow_D,input_flow,input_flow_D,input_count,input_count_D,ttime,ttime_D,dtime,dtime_D,wtimeVQ,wtimeVQ_D,speed,speed_D,spdh,spdh_D,travel,travel_D,traveltime,traveltime_D,vWait,vWait_D,vIn,vIn_D,vOut,vOut_D,totalDistanceTraveledInside,totalDistanceTraveledInside_D,totalTravelTimeInside,totalTravelTimeInside_D,totalWaitingTime,totalWaitingTime_D,vLostIn,vLostIn_D,vLostOut,vLostOut_D,qmean,qmean_D,qvmean,qvmean_D,qvmax,qvmax_D,missedTurnings,missedTurnings_D,lane_changes,lane_changes_D,total_lane_changes,total_lane_changes_D,stime,stime_D,nstops,nstops_D,totalNStops,totalNStops_D,fuelc,fuelc_D
182121,182121,,4,2,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,5,2,0.0,-1.0,6.0,-1.0,24.0,-1.0,4.0,-1.0,143.119403484958,-1.0,39.5175523035702,-1.0,0.0,-1.0,25.1538219999524,-1.0,25.1538219999524,0.0,7.3098824275095,-1.0,0.290607225713983,-1.0,0.0,-1.0,10.0,-1.0,1.0,-1.0,11.6444200223085,-1.0,1.33850129033488,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,3.044,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,13.4612288194527,-1.0,0.0123653441433337,-1.0,31.0,-1.0,3.69320015959092,-1.0
182121,182121,,0,3,5.89135086371034,-1.0,840.0,-1.0,15240.0,-1.0,2540.0,-1.0,85.3534434537016,26.5194729222201,11.8459935123348,8.51867698890607,1361.18447471218,371.975819017161,44.354422828197,7.84739235035477,42.1775602053215,9.58200158291817,459.256068034303,-1.0,10.2715038018143,-1.0,4804710.0,-1.0,10322.0,-1.0,140.0,-1.0,6848.05223304464,-1.0,2606.1756173981,-1.0,685779.491600446,-1.0,0.0,-1.0,0.0,-1.0,11607.384,-1.0,4116505.63466667,-1.0,4804710.0,-1.0,22.0,-1.0,0.0957316965935515,-1.0,240.0,-1.0,1.54444406677424,3.51311013567063,0.0,-1.0,121.0,-1.0,32.2358000332757,-1.0
182121,182121,,1,3,5.87198772701751,-1.0,810.0,-1.0,15138.0,-1.0,2523.0,-1.0,80.8060916015908,10.8607162970556,11.1224981948795,7.5220762235923,1411.59871451634,268.017098295319,45.3428400387887,6.00208214477152,44.551096688967,5.93911058414938,446.037458845451,-1.0,9.5026758733365,-1.0,4804663.0,-1.0,10284.0,-1.0,135.0,-1.0,6803.56347955986,-1.0,2598.40936309092,-1.0,685772.939933779,-1.0,0.0,-1.0,0.0,-1.0,11575.1586666666,-1.0,4116466.25733334,-1.0,4804663.0,-1.0,22.0,-1.0,0.0905462296947342,-1.0,227.0,-1.0,1.47027844594908,3.46098010464943,0.0,-1.0,83.0,-1.0,30.7059703518129,-1.0
182121,182121,,2,3,0.0145765518631381,-1.0,30.0,-1.0,78.0,-1.0,13.0,-1.0,208.131943460692,30.7647646350027,31.3803670836279,11.4713752812638,0.0,0.0,17.6671581422193,3.144354501991,17.2967202445784,2.53127649289507,13.2186091888516,-1.0,0.768827928477798,-1.0,47.0,-1.0,24.0,-1.0,5.0,-1.0,35.4616652906261,-1.0,5.75730050657887,-1.0,6.55166666666667,-1.0,0.0,-1.0,0.0,-1.0,25.7386666666667,-1.0,39.3773333333333,-1.0,47.0,-1.0,0.0,-1.0,0.0,-1.0,13.0,-1.0,3.54691582905359,4.73377898625067,0.0,-1.0,38.0,-1.0,1.52982968146286,-1.0
182121,182121,,3,3,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,4,3,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,5,3,0.0,-1.0,0.0,-1.0,24.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,14.0,-1.0,0.0,-1.0,9.02708819415739,-1.0,2.00895380060086,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,6.48666666666667,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,0,4,6.53243532423741,-1.0,174.0,-1.0,6150.0,-1.0,1025.0,-1.0,95.2064677335693,33.7381660864957,11.2858872245364,7.22012514207075,1976.77595740538,581.271422775095,40.5112885962125,8.65120125045286,37.8125571266274,10.1017789454686,49.9753009990804,-1.0,1.34416532627093,-1.0,6183924.0,-1.0,11289.0,-1.0,29.0,-1.0,3211.63286289865,-1.0,2796.028145059,-1.0,915634.63186503,-1.0,0.0,-1.0,0.0,-1.0,13478.02,-1.0,5495134.056,-1.0,6183924.0,-1.0,17.0,-1.0,0.0,-1.0,22.0,-1.0,0.219454973958182,0.657494837441731,0.0,-1.0,19.0,-1.0,3.85607092787606,-1.0
182121,182121,,1,4,6.50830972103092,-1.0,162.0,-1.0,6054.0,-1.0,1009.0,-1.0,86.7703587701832,11.1563264192487,10.1638129309482,5.79360331078379,2123.20380610208,202.517292806846,42.2254046814373,6.01272182058859,41.4888223469818,5.5281039804033,44.5627472990015,-1.0,1.02979527855222,-1.0,6183862.0,-1.0,11239.0,-1.0,27.0,-1.0,3169.68995406289,-1.0,2786.0,-1.0,915625.944920586,-1.0,0.0,-1.0,0.0,-1.0,13433.016,-1.0,5495081.86933334,-1.0,6183862.0,-1.0,17.0,-1.0,0.0,-1.0,16.0,-1.0,0.235710897955041,0.679392518736877,0.0,-1.0,3.0,-1.0,3.14678249713107,-1.0
182121,182121,,2,4,0.0177434901002557,-1.0,12.0,-1.0,72.0,-1.0,12.0,-1.0,209.093938739281,27.8044491413591,26.4338901879767,9.69616514298078,0.0,0.0,17.3707214456781,2.30988685706145,17.2171418344595,1.62610022730167,5.41255370007889,-1.0,0.314370047718712,-1.0,62.0,-1.0,32.0,-1.0,2.0,-1.0,32.906674480902,-1.0,7.35229268776541,-1.0,8.68694444444444,-1.0,0.0,-1.0,0.0,-1.0,34.508,-1.0,52.1866666666667,-1.0,62.0,-1.0,0.0,-1.0,0.0,-1.0,6.0,-1.0,0.0,0.0,0.0,-1.0,16.0,-1.0,0.709288430744989,-1.0
182121,182121,,3,4,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,4,4,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,5,4,0.0,-1.0,0.0,-1.0,24.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,18.0,-1.0,0.0,-1.0,9.03623435485756,-1.0,2.67585237123542,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,10.496,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,0,5,6.83000455334568,-1.0,18.0,-1.0,4392.0,-1.0,732.0,-1.0,204.534700652411,36.7853287453235,31.5384369064698,14.4003691404459,0.0,0.0,18.0345666819982,3.61695822750793,17.600925361403,2.76269587856061,7.80547733797975,-1.0,0.447163802731077,-1.0,7563331.0,-1.0,12015.0,-1.0,3.0,-1.0,2826.11063300039,-1.0,2904.99291935276,-1.0,1145577.88984778,-1.0,0.0,-1.0,0.0,-1.0,14211.556,-1.0,6874694.55733333,-1.0,7563331.0,-1.0,31.0,-1.0,0.0,-1.0,10.0,-1.0,9.36095408456289,8.33142248985438,0.0,-1.0,22.0,-1.0,0.914207258655174,-1.0
182121,182121,,1,5,6.80057559669794,-1.0,0.0,-1.0,4290.0,-1.0,715.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,7563251.0,-1.0,11954.0,-1.0,0.0,-1.0,2785.2982237341,-1.0,2892.68248799078,-1.0,1145566.34040333,-1.0,0.0,-1.0,0.0,-1.0,14155.5386666667,-1.0,6874625.19199999,-1.0,7563251.0,-1.0,31.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,2,5,0.0214513152649538,-1.0,18.0,-1.0,78.0,-1.0,13.0,-1.0,204.534700652411,36.7853287453235,31.5384369064698,14.4003691404459,0.0,0.0,18.0345666819982,3.61695822750793,17.600925361403,2.76269587856061,7.80547733797975,-1.0,0.447163802731077,-1.0,80.0,-1.0,39.0,-1.0,3.0,-1.0,32.0274710406071,-1.0,8.96820976754697,-1.0,11.5494444444444,-1.0,0.0,-1.0,0.0,-1.0,41.852,-1.0,69.3653333333333,-1.0,80.0,-1.0,0.0,-1.0,0.0,-1.0,10.0,-1.0,9.36095408456289,8.33142248985438,0.0,-1.0,22.0,-1.0,0.914207258655174,-1.0
182121,182121,,3,5,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,4,5,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,5,5,0.0,-1.0,0.0,-1.0,24.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,22.0,-1.0,0.0,-1.0,8.78493822568394,-1.0,3.34222159443508,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,14.1653333333333,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,0,6,7.11448920025893,-1.0,36.0,-1.0,3828.0,-1.0,638.0,-1.0,211.817463711094,31.8026693264449,39.4262076022772,14.4403175072191,0.0,0.0,17.3853692519885,3.14430369731542,16.9957657736389,2.57324881475258,15.9242145956745,-1.0,0.942062727678694,-1.0,8941414.0,-1.0,12641.0,-1.0,6.0,-1.0,2621.85258084386,-1.0,3023.44810093799,-1.0,1375324.3411237,-1.0,0.0,-1.0,0.0,-1.0,14859.444,-1.0,8253172.07466666,-1.0,8941414.0,-1.0,9.0,-1.0,0.0,-1.0,20.0,-1.0,10.6490143146202,5.76767750031199,0.0,-1.0,49.0,-1.0,2.15682502187273,-1.0
182121,182121,,1,6,7.08067912435386,-1.0,0.0,-1.0,3768.0,-1.0,628.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,8941319.0,-1.0,12582.0,-1.0,0.0,-1.0,2586.6237694836,-1.0,3009.74393687093,-1.0,1375309.85779037,-1.0,0.0,-1.0,0.0,-1.0,14794.4826666667,-1.0,8253085.10666667,-1.0,8941319.0,-1.0,9.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,2,6,0.0242369062457208,-1.0,36.0,-1.0,48.0,-1.0,8.0,-1.0,211.817463711094,31.8026693264449,39.4262076022772,14.4403175072191,0.0,0.0,17.3853692519885,3.14430369731542,16.9957657736389,2.57324881475258,15.9242145956745,-1.0,0.942062727678694,-1.0,95.0,-1.0,35.0,-1.0,6.0,-1.0,26.6168783397649,-1.0,9.70169378596563,-1.0,14.4833333333333,-1.0,0.0,-1.0,0.0,-1.0,47.34,-1.0,86.968,-1.0,95.0,-1.0,0.0,-1.0,0.0,-1.0,20.0,-1.0,10.6490143146202,5.76767750031199,0.0,-1.0,49.0,-1.0,2.15682502187273,-1.0
182121,182121,,3,6,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,4,6,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,5,6,0.0,-1.0,0.0,-1.0,12.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,24.0,-1.0,0.0,-1.0,8.61193302048862,-1.0,4.00247028109386,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,17.6213333333333,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,0,0,5.63910918347024,-1.0,4867.0,-1.0,17841.0,-1.0,17841.0,-1.0,95.1145283990434,34.0175414780795,26.5524034991222,31.5879484386613,361.037206047187,370.591331764118,40.4047372828285,8.36513481714311,37.8491073928956,9.83505516815037,21851.7394363315,-1.0,546.311277468691,-1.0,8941414.0,-1.0,12641.0,-1.0,4867.0,-1.0,2621.85258084386,-1.0,19251.8698827815,-1.0,4830358.40728367,-1.0,0.0,-1.0,0.0,-1.0,10647.9682222222,-1.0,4808855.98466666,-1.0,8941414.0,-1.0,170.0,-1.0,5.38809898994039,-1.0,13508.0,-1.0,13.6060220490679,27.2929751015221,0.0,-1.0,11849.0,-1.0,1839.82020746142,-1.0
182121,182121,,1,0,5.61743469449183,-1.0,4840.0,-1.0,17742.0,-1.0,17742.0,-1.0,94.5090770182431,33.0155544457894,26.5114741798662,31.655569915819,363.0385936349,370.650171497748,40.5277021272169,8.21937917199971,38.0915792808463,9.63305592947582,21768.0963284875,-1.0,541.755809433341,-1.0,8941319.0,-1.0,12582.0,-1.0,4840.0,-1.0,2586.6237694836,-1.0,19201.3392944124,-1.0,4830312.02200589,-1.0,0.0,-1.0,0.0,-1.0,10610.4584444444,-1.0,4808809.55888888,-1.0,8941319.0,-1.0,170.0,-1.0,5.35578954234007,-1.0,13427.0,-1.0,13.6374467972963,27.3595259900291,0.0,-1.0,11587.0,-1.0,1826.79873235969,-1.0
182121,182121,,2,0,0.0160064478683392,-1.0,26.0,-1.0,77.0,-1.0,77.0,-1.0,205.975290244711,36.1333146202218,33.6728941296727,13.7863050398318,2.35725533614164,9.80855422127414,18.1009322229263,3.72484561661054,17.4778246250945,3.30008565305015,76.3332254164712,-1.0,4.26486080963569,-1.0,95.0,-1.0,35.0,-1.0,26.0,-1.0,26.6168783397649,-1.0,36.4397014213832,-1.0,46.3852777777778,-1.0,0.0,-1.0,0.0,-1.0,28.6864444444444,-1.0,46.4257777777778,-1.0,95.0,-1.0,0.0,-1.0,0.0319105655311838,-1.0,80.0,-1.0,7.76175327230838,8.04824083682701,0.0,-1.0,231.0,-1.0,9.32827494214159,-1.0
182121,182121,,3,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,4,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
182121,182121,,5,0,0.0,-1.0,1.0,-1.0,22.0,-1.0,22.0,-1.0,143.119403484958,-1.0,39.5175523035702,-1.0,0.0,-1.0,25.1538219999524,-1.0,25.1538219999524,0.0,7.3098824275095,-1.0,0.290607225713983,-1.0,0.0,-1.0,24.0,-1.0,1.0,-1.0,8.61193302048862,-1.0,14.0908869477605,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,8.82955555555556,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,13.4612288194527,-1.0,0.0123653441433337,-1.0,31.0,-1.0,3.69320015959092,-1.0
